ID1,FS_1,ACES_1,DF_1,W1S_1,W2S_1,BP_1
693,0.5435026696508093,0.09142153210746246,0.05050572495862151,0.7971065272734397,0.5557098660246478,3.872340425531915
695,0.7071645598978001,0.0670481096443823,0.0149244908870335,0.7489719896102499,0.5742383798535432,3.3840579710144927
696,0.807959982601131,0.004132231404958678,0.004132231404958678,0.6566666666666667,0.48809523809523814,3.0
712,0.5592036274532223,0.05576840650517107,0.04765237330606446,0.7461832541828403,0.5666172533946005,4.213114754098361
714,0.6145547003848268,0.0641148982957669,0.04274326553051127,0.6902074990899163,0.5217592592592593,4.5
716,0.6348100190556832,0.1245226672104716,0.034299260693175425,0.8012307045429492,0.5600431169139385,3.4166666666666665
717,0.5911976822567939,0.06323410299001489,0.02533805379722625,0.7640852153557453,0.5681700776967938,3.7790697674418605
728,0.5709000131024334,0.1080288900810878,0.02905839320710899,0.7824546121462869,0.584158970226581,3.7738095238095237
735,0.6251245381116889,0.06536735062418629,0.03725485089261609,0.7540941670560439,0.5748303703362256,4.340909090909091
736,0.6222143631792415,0.059956112571619646,0.03811560787466388,0.7721269421529893,0.5610623722446859,3.9692307692307693
745,0.6624966621032213,0.09226464441755312,0.032977575621437306,0.7727607782909626,0.5816256730950786,3.371794871794872
748,0.6188406640338786,0.11592391234632936,0.03873070006933395,0.7990600263619034,0.5683168922065394,3.0782608695652174
749,0.6182091565437249,0.08486415498556103,0.0508730294909496,0.748359779274083,0.5308106734444523,4.107692307692307
754,0.6568508120232258,0.08389168302961407,0.04485744140916555,0.7291604943557923,0.5391943892750745,5.25
756,0.5772119275290145,0.042470485728986006,0.04414983557165935,0.7213959993960394,0.5647049461016587,4.833333333333333
758,0.5448717948717949,0.05161943319838057,0.038798920377867745,0.8649885583524028,0.544407894736842,4.5
760,0.5895311813800466,0.09984435360551629,0.03887758896067727,0.7832314087712356,0.5673128400139973,3.611111111111111
761,0.6684846151130656,0.045380118455794115,0.029524342254837375,0.7366611949417197,0.5265173790224813,4.285714285714286
762,0.6301180165515432,0.07644145883311763,0.03632619739231754,0.7845399762906528,0.5864736111630129,3.760233918128655
763,0.600589267928395,0.05817672689915264,0.03265128057059602,0.7420045933558106,0.5719689724270268,4.396825396825397
771,0.5656992922653393,0.06784333718613722,0.06618203898565032,0.7332939408541993,0.5870754241285643,3.888888888888889
775,0.6137401395810667,0.06215358505912037,0.027736327710585863,0.7549978702716795,0.6001054582203529,3.4960629921259843
778,0.6404981535455195,0.1993257015230235,0.028793681472692727,0.8472326764790965,0.6644166193790262,2.4857142857142858
779,0.6545560435746735,0.05301437866349174,0.016953095805868054,0.7308050317709474,0.5555374697069755,3.769230769230769
788,0.6809366539178848,0.03839446236870942,0.04620255708208567,0.6798665019546838,0.5095656004337219,5.25
791,0.5957187788320748,0.08059076149122894,0.029855184559541087,0.7651376193861864,0.5552792160797344,4.147651006711409
801,0.6690535115217511,0.10350602210856294,0.04848209866358687,0.8067164702028403,0.5238795518207283,3.4
804,0.6300600899207343,0.05928246427981754,0.11213579638368329,0.718684551706745,0.43813775510204084,5.285714285714286
814,0.7498995991050248,0.041136992006473104,0.010979845953974332,0.7351421335209022,0.6245111572994776,3.6296296296296298
821,0.6308623652757882,0.06744495328470793,0.06926712487253207,0.7661812824008348,0.537055717990592,4.857142857142857
823,0.5540540540540541,0.013513513513513514,0.054054054054054064,0.7317073170731707,0.6060606060606061,3.0
824,0.6538493497636435,0.14030254031344375,0.03223553788193071,0.7975196208943546,0.536958038523828,3.6
831,0.5814018832721738,0.11933598064617373,0.027546356340589776,0.8117388751611917,0.577014831356057,3.864864864864865
836,0.6468604278485728,0.0792573586178597,0.03663645224606938,0.7621805531405671,0.562496549570655,3.5185185185185186
838,0.5783690804935063,0.07743781433905364,0.03516176140102578,0.77073683280795,0.5715353130243828,3.861635220125786
839,0.7,0.05,0.025,0.8214285714285714,0.75,4.0
845,0.6878817153834973,0.03341425271574951,0.03558064414443601,0.6739790764790764,0.45608738028646495,4.6
850,0.519091847265222,0.09571723426212592,0.054695562435500514,0.7324393358876118,0.47916666666666663,3.5
854,0.6264343428980306,0.0777121598433961,0.017308881843109046,0.7436938361169524,0.5869219343879788,3.9782608695652173
855,0.6250334308112185,0.06385579392450087,0.019179687475960844,0.7408747695342353,0.6137331209892185,4.111111111111111
863,0.5062160062160062,0.034474534474534475,0.06131706131706132,0.7569322569322569,0.5460544578191637,3.3333333333333335
864,0.6199226882201475,0.057470720861933326,0.030498752031302357,0.7310502545183231,0.5588786232613575,4.151515151515151
865,0.6779589051491729,0.05869182239359361,0.0259747366130274,0.7689278492501663,0.6399571147059726,3.888888888888889
869,0.5606266572368396,0.03720734506570725,0.03362368317764596,0.719681640433444,0.557072160313743,4.525
875,0.6537262314762272,0.07233430543524227,0.03330770007521622,0.7594744400095841,0.5544637658242645,4.118881118881119
882,0.6333939681518347,0.05511047703489819,0.03346779850977703,0.7525495160228979,0.5642627087437935,3.596774193548387
884,0.6147027377195321,0.2401230268268423,0.0652641264436017,0.8478354978354977,0.5839635007057874,3.0
891,0.5956753119576238,0.12641390738541658,0.025066186478358284,0.7988634648320495,0.5757139859241565,3.5984848484848486
900,0.6323499692031599,0.028849834866625918,0.04960011130763964,0.7184727470188917,0.5821962805302989,4.6
909,0.5750046092745279,0.09922739815841375,0.056465075984635425,0.7592604762259089,0.5354033991048871,4.2439024390243905
910,0.6229508196721312,0.11475409836065575,0.032786885245901634,0.7368421052631579,0.6521739130434783,2.0
918,0.5991618489705751,0.06476816949508087,0.041066573087664385,0.7673253246963082,0.5587743591636751,4.045714285714285
920,0.6521152323456225,0.061675216853058844,0.022112483794399448,0.7322909095617746,0.5862730175008795,4.055555555555555
921,0.6181759986126104,0.08516767244370975,0.05731968824808149,0.7511906928920815,0.5360513219094208,3.75
929,0.6382978723404256,0.0425531914893617,0.0851063829787234,0.7333333333333333,0.5882352941176471,5.0
931,0.6005173152776603,0.05614854218186061,0.052345520682938594,0.757349492827434,0.5480645086058081,4.0
933,0.7777777777777778,0.0,0.05555555555555555,0.6785714285714286,0.375,7.0
935,0.6925281519470724,0.04459831443485143,0.02856311424547438,0.7190112063183157,0.5486322046039769,4.638888888888889
940,0.5759266310638258,0.0400404341448199,0.06513307809095904,0.725698403143454,0.5238925363889195,5.909090909090909
941,0.59912952414083,0.05587814912039124,0.04642179490993867,0.7254530136332098,0.5659261790840737,4.6
948,0.6156167233186418,0.08461318197552672,0.027060822120562367,0.7784027384574379,0.5909362675605595,3.652173913043478
960,0.6368446368446369,0.07431457431457432,0.07920474587141253,0.8367003367003368,0.5670565302144249,4.0
961,0.5734957128696937,0.05258020393750016,0.04544358489394273,0.7452846357157836,0.5479577726273346,4.297101449275362
970,0.5959209695501116,0.06623524346907411,0.04138183266349267,0.7373706773595206,0.5579369765331942,4.205882352941177
981,0.44828893734003217,0.05152147122950043,0.07545738932600246,0.7292555713608345,0.49375,4.5
998,0.5,0.016666666666666666,0.016666666666666666,0.8,0.6,3.0
1003,0.6973432514086373,0.11252992932800143,0.02089944321472624,0.7831384252790126,0.5419356855585609,3.153225806451613
1008,0.5634437846729421,0.18165464274511875,0.06493202317619937,0.8141053391053391,0.6120212704965027,4.5
1018,0.691501585971708,0.0209732247566459,0.04679476648608826,0.6977881477332825,0.5342552692664487,4.796296296296297
1028,0.7294117647058823,0.011764705882352941,0.047058823529411764,0.6612903225806451,0.39130434782608703,7.0
1035,0.6402266905120694,0.061586294666568675,0.026257659613690653,0.7404843153128562,0.5536243032348853,4.246031746031746
1040,0.6842105263157895,0.013157894736842105,0.05263157894736842,0.6923076923076923,0.2916666666666667,5.0
1042,0.70261761148852,0.026785393225236088,0.02062158468873867,0.7012908621295024,0.5706989861824483,4.633333333333334
1049,0.5954566737262925,0.10740081991908777,0.029686360605105995,0.8021795997599334,0.5672723653574789,3.764705882352941
1053,0.6000955229409232,0.07411477992682332,0.087655797276684,0.7801448608013085,0.5018182667064964,3.9166666666666665
1072,0.603030303030303,0.11060606060606062,0.07765151515151515,0.875,0.5576923076923077,3.0
1075,0.6180404600236967,0.09400046016927037,0.02885593251331093,0.7757730529948679,0.5601568767035483,4.631970260223048
1084,0.5357142857142857,0.18537414965986396,0.07690854119425548,0.9272486772486773,0.6534391534391535,2.0
1088,0.5724770410379186,0.09088753649747848,0.02861509773252456,0.8072443910290181,0.5807259562036485,3.3333333333333335
1092,0.5792764921331827,0.10294643984659273,0.029967214931694793,0.7879847724276585,0.5934497152510319,3.626794258373206
1107,0.6756756756756757,0.13513513513513514,0.027027027027027032,0.82,0.3333333333333333,3.0
1113,0.550796338541904,0.07436880779306652,0.04363865798023483,0.7545051281725642,0.5299547803918128,4.503496503496503
1116,0.6558795943697572,0.045824223986765375,0.027227658483740712,0.7729840104439808,0.6355519480519481,4.285714285714286
1123,0.7132424745187238,0.03769559590626149,0.023558758314855877,0.7416945318646735,0.6807598039215687,3.75
1125,0.6115473507185469,0.11053709186663582,0.04014731390631723,0.795395385117084,0.5877537432440827,3.309090909090909
1128,0.5744071458232743,0.06463949203293383,0.05402608430224443,0.7589375017577394,0.5480327866891116,3.625
1131,0.6130063923056097,0.05014521007854492,0.08292787154237467,0.771115491651206,0.5258450306659396,4.285714285714286
1132,0.5128678453849903,0.08370458946378968,0.06708843121597878,0.730700057929476,0.5124303222781659,4.428571428571429
1153,0.5912207357859531,0.040301003344481605,0.06697324414715719,0.7057416267942584,0.4419419419419419,4.0
1154,0.57658731420753,0.09737545370386781,0.047410991017216755,0.7789840076268609,0.5896775943232442,4.035714285714286
1157,0.6222572133028017,0.05473164852756271,0.0405308213865386,0.7253447291063831,0.5717394320663525,4.021052631578947
1162,0.6109295737592154,0.0685198569969233,0.03818171145302415,0.7848574252749099,0.6114386228874226,3.096774193548387
1170,0.579968191194307,0.023489628886487972,0.03128133636608214,0.6571050817988013,0.49532055246340956,4.142857142857143
1181,0.6477542130263679,0.12179710679777926,0.024700588273817364,0.7943645276965466,0.5731530236398937,3.1714285714285713
1183,0.5896804521881638,0.09267715803372009,0.046280932857836105,0.7693445448442776,0.5308191808191808,4.222222222222222
1227,0.6875,0.0234375,0.046875,0.6136363636363636,0.5,9.0
1260,0.577432842346897,0.07378460361271282,0.0702593392178832,0.818695652173913,0.5717171717171717,5.0
1262,0.6261410308085178,0.05548855778961518,0.026569641891622107,0.7122354575341943,0.5431374002556817,4.465116279069767
1264,0.5555208528803569,0.11873371634887814,0.03806596201825008,0.8013414813832296,0.5702270875306069,3.6692913385826773
1266,0.6304054015893056,0.10457405194269098,0.030864532033040893,0.7801619606095856,0.5663485099463675,3.4885057471264367
1288,0.6568264773953107,0.07894809598614624,0.023642721078860396,0.6913557035296165,0.5812250712250713,5.0
1333,0.5918367346938775,0.09183673469387756,0.020408163265306117,0.7068965517241379,0.65,2.0
1436,0.5866666666666667,0.13333333333333333,0.05333333333333334,0.7045454545454546,0.3870967741935484,6.0
1459,0.5503118669843994,0.07244931770937021,0.03740950029609726,0.7537955437571806,0.5152628367921042,4.571428571428571
1478,0.7087761919222594,0.057394473124810205,0.04949893713938658,0.8203703703703704,0.6285714285714286,3.0
1534,0.7166918442064152,0.019903725877605628,0.01531521116502193,0.6687370709713244,0.6798892284186402,4.6
1569,0.5720670797045582,0.05945095854137477,0.03130012479724056,0.7478622369112311,0.570973922766357,4.029585798816568
1576,0.6129625419199973,0.035960789749396455,0.03555223309693963,0.7360203177298626,0.5752267577919858,4.437908496732026
1580,0.4761904761904762,0.0,0.07142857142857142,0.85,0.7727272727272727,4.0
1598,0.5301204819277109,0.12048192771084335,0.10843373493975904,0.7954545454545454,0.38461538461538464,3.0
1621,0.6215904821507199,0.09474237711726728,0.033369504985393,0.7684041762736079,0.5595546209772508,3.640625
1631,0.598327301709333,0.12045327351287548,0.05053521749032527,0.795001628469683,0.5527986080979017,3.875
1635,0.5492058744404489,0.055673759735096105,0.04845246988063562,0.7586819807788339,0.5591042165027658,4.120689655172414
1639,0.6418031022248181,0.046331959330835885,0.01578001111614557,0.7507214417907557,0.5628561157106095,4.55
1640,0.598410860259808,0.1726398580902862,0.06104594761079975,0.8191197267391376,0.5439732991223118,3.2432432432432434
1642,0.8795180722891566,0.0,0.012048192771084338,0.6849315068493149,0.4,2.0
1672,0.6479604818836665,0.06808145905890144,0.029203438389980584,0.7525808307784326,0.5571734844134876,3.6940298507462686
1679,0.6595121581652712,0.14839323912742564,0.02086934380910811,0.7993324550843566,0.6709737723730728,2.6666666666666665
1687,0.6191987991729202,0.12872214121050515,0.035568672049267266,0.7983359690038808,0.5470102829881559,3.480769230769231
1694,0.6784357169439355,0.08569702327364725,0.033639212668117306,0.8050093867193122,0.5314026251526252,3.625
1718,0.5963058984997649,0.05521954503803935,0.034599915473342735,0.737468822012968,0.5666445463257312,4.184
1719,0.659896618324651,0.10130323121512952,0.02741771817593787,0.7608072421667145,0.5872939733476751,3.4411764705882355
1735,0.6205503547099747,0.03547862676221568,0.053220902927662975,0.7416829333345552,0.5309014326030579,4.25
1742,0.6596587874613967,0.06369089760117361,0.03009094804065265,0.7570067462458608,0.5708736566381472,3.8676470588235294
1747,0.581059850239525,0.059595885827224464,0.03478950174535917,0.7504348299223799,0.5801028173016557,3.6311475409836067
1749,0.6904761904761905,0.023809523809523808,0.047619047619047616,0.8275862068965517,0.6923076923076923,5.0
1753,0.5105357142857142,0.030416666666666665,0.04838624338624339,0.7219359875097581,0.4598099218788874,6.333333333333333
1782,0.6072130088825263,0.07053241619585474,0.02576668842904495,0.748892289196003,0.5603727038252633,4.384615384615385
1798,0.685691467564134,0.028791290714258285,0.07012257585736009,0.67654092033283,0.483464950516664,5.333333333333333
1823,0.5478398793764195,0.07600353014623229,0.05170331801800916,0.7821058548731648,0.5704778361693108,4.333333333333333
1837,0.6725587407512789,0.04612587699352413,0.024251095120600318,0.7376082080355953,0.5799645489901627,3.83248730964467
1841,0.6308205758822424,0.023965468082691274,0.036730060741476236,0.7051812598971574,0.570064550549291,4.313953488372093
1876,0.6478117409174341,0.15917790739881918,0.029145450664361753,0.8022825939492607,0.5827259965771205,3.3333333333333335
1886,0.5997853533372276,0.0375938210735894,0.03555720778277522,0.7130428847552505,0.6049798590467962,4.363636363636363
1911,0.4090909090909091,0.1590909090909091,0.022727272727272728,0.8888888888888888,0.7692307692307693,3.0
1930,0.5861778854751912,0.030033607332570187,0.029955295181559868,0.7119331775055583,0.5583524727287958,4.844827586206897
1936,0.6171332925356219,0.036376683648999146,0.0331656729617507,0.7191343428114301,0.5639489045571472,4.3602484472049685
1938,0.6944444444444444,0.1111111111111111,0.0,0.8,0.4545454545454545,6.0
1953,0.5641153442732829,0.0711653857611542,0.06869355409485929,0.7410513326857879,0.5480785510439566,4.127272727272727
1956,0.5549458457752211,0.05387241503011921,0.03380423200357102,0.7539506789506789,0.5636997921053567,3.8333333333333335
1958,0.7086659747182291,0.00990703232631972,0.02320329858282862,0.6783316919782097,0.535455176769903,4.708333333333333
1960,0.628143507640189,0.04259968911057818,0.050978799619857865,0.7358120453260815,0.5880601145708284,3.740740740740741
1963,0.5816576923668729,0.058977470654277324,0.028218291611915327,0.7334877630985503,0.5746793878485403,3.8333333333333335
1995,0.6054921968787514,0.007352941176470587,0.014705882352941178,0.6442894507410637,0.5765765765765766,5.5
2034,0.6297372789028607,0.08751322143046376,0.02384123061101646,0.772941355303093,0.5509252797524915,4.246153846153846
2043,0.375,0.03571428571428571,0.08928571428571429,0.8571428571428571,0.6,4.0
2107,0.5825427885930908,0.1520958366328229,0.03292719417606777,0.8186054578443086,0.5661917046351304,3.508771929824561
2117,0.6868586261674948,0.010187993449563788,0.041878786135882876,0.6722906317067894,0.5068482320343888,5.129032258064516
2119,0.5238482384823848,0.011111111111111113,0.0943089430894309,0.733201581027668,0.5777511961722488,6.0
2123,0.5639125866150044,0.06621174924607094,0.033023809767538076,0.7648494365018413,0.5743236577262164,4.156398104265403
2139,0.6217231842231842,0.04593554593554594,0.037598204264870934,0.6921165047993028,0.6171034203154947,4.25
2179,0.5870453555271659,0.056236544290444654,0.03106353549026476,0.7612483526706576,0.5671787255902548,4.084415584415584
2189,0.5927839967600035,0.04337080577864526,0.03129639505254773,0.7616078631184244,0.5551316453697652,4.357142857142857
2214,0.5902118038065124,0.10835411554973794,0.02251315786428643,0.7715841310220782,0.5657130417662537,4.1875
2220,0.5853658536585366,0.12195121951219512,0.0,0.8333333333333334,0.7058823529411765,4.0
2244,0.6108323264399347,0.07994396022840067,0.03799626414555515,0.7861474220130742,0.5482577546019536,3.4
2247,0.5972168711376166,0.043510754274801125,0.04589516041802801,0.7208303454830253,0.5143268610429722,4.684210526315789
2248,0.6281121261384419,0.05471048628943367,0.029021032310505998,0.664138563730955,0.6637796125411473,4.75
2285,0.5692567567567568,0.07390202702702703,0.04054054054054054,0.8723684210526316,0.7361111111111112,5.5
2379,0.5778740676125563,0.057898255773564535,0.03430810094101884,0.7597233677021425,0.5767691774238871,3.900763358778626
2475,0.5263187578755602,0.026252904696102454,0.0602087016252514,0.6654707792207792,0.5313493155780389,6.2
2681,0.670200081781562,0.03305996022511985,0.024763606224855145,0.6940314947730641,0.5563573762471372,4.344827586206897
2748,0.6064741532976826,0.04867973856209151,0.05104218657159834,0.7185142110515246,0.5070242656449553,5.0
2804,0.6824108300774643,0.06028100589544673,0.01575114516591706,0.7254889764323726,0.5108823529411766,3.4
2856,0.6905572755417957,0.030804953560371513,0.023529411764705882,0.702729044834308,0.5600649350649352,5.0
2860,0.6184983676723699,0.04390948857058968,0.02979827023765219,0.6537496816908581,0.5483909228026874,4.166666666666667
2904,0.5889277945521204,0.11025594213125313,0.038259467740070614,0.8002752525130821,0.5597041699397961,3.5301204819277108
2960,0.630057497916968,0.07440980518133221,0.050863814525542735,0.7503239108955988,0.5745591144028643,4.0
2992,0.6098420098420098,0.1354830354830355,0.010256410256410256,0.8490842490842492,0.5554824561403509,3.3333333333333335
3026,0.6744325653289973,0.11005141468118612,0.023032058567913266,0.7604744754570634,0.5962147261143972,3.1666666666666665
3034,0.5499735680982016,0.059484266897339044,0.05665625622900751,0.847823269776138,0.6064557044139572,3.7
3049,0.6744186046511628,0.02325581395348837,0.0,0.8275862068965517,0.6428571428571429,4.0
3054,0.6404893635214888,0.040653291599320095,0.02747350865266272,0.7351359849779141,0.5832278118309471,4.366492146596858
3127,0.6081771004543088,0.06692867276792387,0.044963853896157036,0.7310370138488612,0.5311697703572292,4.083333333333333
3164,0.6274064171122995,0.13850267379679143,0.03288770053475936,0.7385037748798902,0.5178571428571429,4.0
3165,0.6229508196721312,0.032786885245901634,0.09836065573770493,0.7894736842105263,0.43478260869565216,5.0
3189,0.6250116894302941,0.06941060661990894,0.07600959763750462,0.737051282051282,0.5055472423893477,4.2
3233,0.5812463136116969,0.04388851627013826,0.026887487396295796,0.699531256335587,0.5818357517390521,4.409090909090909
3291,0.5627772495097663,0.0850001085475712,0.038181737238042024,0.7825062729810512,0.583953726838355,4.1875
3316,0.6193131931785435,0.0839599568333997,0.02290399087119707,0.764631081415863,0.5611942965509302,3.564935064935065
3345,0.7107234029465137,0.13840873906847517,0.041729462061329305,0.8284713284713284,0.5892094017094017,3.0
3466,0.5098039215686274,0.0392156862745098,0.05882352941176471,0.75,0.52,3.0
3486,0.8666666666666667,0.0,0.0,0.7179487179487181,0.5,5.0
3489,0.7692307692307693,0.019230769230769232,0.038461538461538464,0.65,0.75,5.0
3492,0.6494489725313605,0.10695857826139131,0.02198857169371036,0.7674344689033155,0.5735018189919431,3.4100719424460433
